,Yearmonth,Yearmonth_LE,continentExp,continentExp_LE,countriesAndTerritories,countriesAndTerritories_LE,cases,deaths,geoId,countryterritoryCode,popData2019,14_days_1000,case/population%,deaths/population%,kmeans_cluster,predict LR
1985,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
1986,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1987,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1988,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1989,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1990,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1991,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1992,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1993,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1994,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1995,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
1996,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,2.0594141,0.0,0.0,0,408.14213874478753
1997,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,2.0594141,0.0,0.0,0,408.14213874478753
1998,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,2.0594141,0.0,0.0,0,408.14213874478753
1999,20205,8,America,1,Antigua_and_Barbuda,6,1,0,AG,ATG,97115.0,2.0594141,0.001,0.0,0,408.14213874478753
2000,20205,8,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
2001,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
2002,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
2003,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,1.02970705,0.0,0.0,0,405.16448918376005
2004,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,3.08912115,0.0,0.0,0,407.69092996823605
2005,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,3.08912115,0.0,0.0,0,407.69092996823605
2006,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,3.08912115,0.0,0.0,0,407.69092996823605
2007,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,5.14853524,0.0,0.0,0,407.69092996823605
2008,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,9.26736344,0.0,0.0,0,407.69092996823605
2009,20204,7,America,1,Antigua_and_Barbuda,6,1,0,AG,ATG,97115.0,9.26736344,0.001,0.0,0,407.69092996823605
2011,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,8.23765639,0.0,0.0,0,407.69092996823605
2012,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,8.23765639,0.0,0.0,0,407.69092996823605
2013,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,8.23765639,0.0,0.0,0,407.69092996823605
2014,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,14.41589868,0.0,0.0,0,407.69092996823605
2015,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,16.47531277,0.0,0.0,0,407.69092996823605
2016,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,16.47531277,0.0,0.0,0,407.69092996823605
2017,20204,7,America,1,Antigua_and_Barbuda,6,2,0,AG,ATG,97115.0,16.47531277,0.002,0.0,0,407.69092996823605
2018,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,14.41589868,0.0,0.0,0,407.69092996823605
2019,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,14.41589868,0.0,0.0,0,407.69092996823605
2020,20204,7,America,1,Antigua_and_Barbuda,6,2,0,AG,ATG,97115.0,14.41589868,0.002,0.0,0,407.69092996823605
2022,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,12.35648458,0.0,0.0,0,407.69092996823605
2023,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,12.35648458,0.0,0.0,0,407.69092996823605
2024,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,14.41589868,0.0,0.0,0,407.69092996823605
2025,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,14.41589868,0.0,0.0,0,407.69092996823605
2026,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,14.41589868,0.0,0.0,0,407.69092996823605
2027,20204,7,America,1,Antigua_and_Barbuda,6,6,0,AG,ATG,97115.0,14.41589868,0.006,0.0,1,357.4487060611165
2028,20204,7,America,1,Antigua_and_Barbuda,6,2,0,AG,ATG,97115.0,8.23765639,0.002,0.0,0,407.69092996823605
2029,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,7.20794934,0.0,0.0,0,407.69092996823605
2030,20204,7,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2031,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2032,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2033,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2034,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2035,20203,6,America,1,Antigua_and_Barbuda,6,4,0,AG,ATG,97115.0,0.0,0.004,0.0,0,400.94752720669294
2036,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2037,20203,6,America,1,Antigua_and_Barbuda,6,2,0,AG,ATG,97115.0,0.0,0.002,0.0,0,400.94752720669294
2038,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2039,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2040,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2041,20203,6,America,1,Antigua_and_Barbuda,6,0,0,AG,ATG,97115.0,0.0,0.0,0.0,0,400.94752720669294
2042,20203,6,America,1,Antigua_and_Barbuda,6,1,0,AG,ATG,97115.0,0.0,0.001,0.0,0,400.94752720669294
2211,20206,9,America,1,Argentina,7,0,10,AR,ARG,44780675.0,58.43368819,0.0,0.0,1,429.64849618821324
2216,20206,9,America,1,Argentina,7,0,6,AR,ARG,44780675.0,45.04175071,0.0,0.0,2,429.64849618821324
2235,20206,9,America,1,Argentina,7,0,5,AR,ARG,44780675.0,20.85051197,0.0,0.0,2,429.64849618821324
2250,20205,8,America,1,Argentina,7,474,10,AR,ARG,44780675.0,9.09990749,0.001,0.0,1,429.64849618821324
2253,20205,8,America,1,Argentina,7,0,3,AR,ARG,44780675.0,6.74844674,0.0,0.0,2,437.40584792608206
2254,20205,8,America,1,Argentina,7,326,7,AR,ARG,44780675.0,6.97622356,0.001,0.0,2,429.64849618821324
2255,20205,8,America,1,Argentina,7,345,3,AR,ARG,44780675.0,6.58096378,0.001,0.0,2,437.40584792608206
2257,20205,8,America,1,Argentina,7,316,10,AR,ARG,44780675.0,5.79267731,0.001,0.0,1,429.64849618821324
2259,20205,8,America,1,Argentina,7,245,5,AR,ARG,44780675.0,4.53543856,0.001,0.0,2,429.64849618821324
2260,20205,8,America,1,Argentina,7,13,0,AR,ARG,44780675.0,4.48631022,0.0,0.0,2,357.4487060611165
2261,20205,8,America,1,Argentina,7,165,7,AR,ARG,44780675.0,4.45727984,0.0,0.0,2,429.64849618821324
2263,20205,8,America,1,Argentina,7,163,9,AR,ARG,44780675.0,4.32106037,0.0,0.0,2,429.64849618821324
2264,20205,8,America,1,Argentina,7,188,9,AR,ARG,44780675.0,4.28533067,0.0,0.0,2,429.64849618821324
2265,20205,8,America,1,Argentina,7,133,4,AR,ARG,44780675.0,4.187074,0.0,0.0,2,432.8837317251831
2267,20205,8,America,1,Argentina,7,102,9,AR,ARG,44780675.0,4.10891529,0.0,0.0,2,427.7225443645357
2269,20205,8,America,1,Argentina,7,104,7,AR,ARG,44780675.0,4.15581051,0.0,0.0,2,427.7225443645357
2270,20205,8,America,1,Argentina,7,143,4,AR,ARG,44780675.0,4.14241188,0.0,0.0,2,430.95777990150555
2271,20204,7,America,1,Argentina,7,158,7,AR,ARG,44780675.0,4.10891529,0.0,0.0,2,427.7225443645357
2272,20204,7,America,1,Argentina,7,124,10,AR,ARG,44780675.0,3.75608452,0.0,0.0,2,427.7225443645357
2274,20204,7,America,1,Argentina,7,0,1,AR,ARG,44780675.0,3.49257799,0.0,0.0,2,433.27071545984967
2276,20204,7,America,1,Argentina,7,0,2,AR,ARG,44780675.0,3.23353768,0.0,0.0,2,431.76097966239445
2277,20204,7,America,1,Argentina,7,147,6,AR,ARG,44780675.0,3.41441928,0.0,0.0,2,427.7225443645357
2278,20204,7,America,1,Argentina,7,144,8,AR,ARG,44780675.0,3.30723018,0.0,0.0,2,427.7225443645357
2279,20204,7,America,1,Argentina,7,112,9,AR,ARG,44780675.0,3.16431139,0.0,0.0,2,427.7225443645357
2280,20204,7,America,1,Argentina,7,90,8,AR,ARG,44780675.0,3.10848374,0.0,0.0,2,427.7225443645357
2281,20204,7,America,1,Argentina,7,102,2,AR,ARG,44780675.0,3.07275404,0.0,0.0,2,431.76097966239445
2282,20204,7,America,1,Argentina,7,170,10,AR,ARG,44780675.0,3.07498715,0.0,0.0,2,427.7225443645357
2283,20204,7,America,1,Argentina,7,98,7,AR,ARG,44780675.0,3.11071684,0.0,0.0,2,427.7225443645357
2284,20204,7,America,1,Argentina,7,128,6,AR,ARG,44780675.0,3.18664245,0.0,0.0,2,427.7225443645357
2285,20204,7,America,1,Argentina,7,0,4,AR,ARG,44780675.0,2.90080487,0.0,0.0,2,432.2887347707888
2286,20204,7,America,1,Argentina,7,160,7,AR,ARG,44780675.0,3.27373359,0.0,0.0,2,427.7225443645357
2287,20204,7,America,1,Argentina,7,69,3,AR,ARG,44780675.0,2.91643661,0.0,0.0,2,436.8108509716877
2288,20204,7,America,1,Argentina,7,66,6,AR,ARG,44780675.0,3.08838578,0.0,0.0,2,427.7225443645357
2289,20204,7,America,1,Argentina,7,162,7,AR,ARG,44780675.0,3.10848374,0.0,0.0,2,427.7225443645357
2290,20204,7,America,1,Argentina,7,81,3,AR,ARG,44780675.0,2.86954138,0.0,0.0,2,436.8108509716877
2292,20204,7,America,1,Argentina,7,80,5,AR,ARG,44780675.0,2.88740623,0.0,0.0,2,429.0534992338189
2293,20204,7,America,1,Argentina,7,87,7,AR,ARG,44780675.0,2.96556495,0.0,0.0,2,427.7225443645357
2294,20204,7,America,1,Argentina,7,74,7,AR,ARG,44780675.0,2.96333184,0.0,0.0,2,427.7225443645357
2295,20204,7,America,1,Argentina,7,103,3,AR,ARG,44780675.0,2.8762407000000003,0.0,0.0,2,436.8108509716877
2296,20204,7,America,1,Argentina,7,186,6,AR,ARG,44780675.0,2.73778812,0.0,0.0,2,429.0534992338189
2297,20204,7,America,1,Argentina,7,132,3,AR,ARG,44780675.0,2.47204849,0.0,0.0,2,436.8108509716877
2298,20204,7,America,1,Argentina,7,0,3,AR,ARG,44780675.0,2.24427166,0.0,0.0,2,437.0130262759459
2299,20204,7,America,1,Argentina,7,167,7,AR,ARG,44780675.0,2.31349795,0.0,0.0,2,427.9110218625427
2300,20204,7,America,1,Argentina,7,0,0,AR,ARG,44780675.0,1.98076514,0.0,0.0,2,357.899914837668
2301,20203,6,America,1,Argentina,7,146,4,AR,ARG,44780675.0,2.01202863,0.0,0.0,2,432.49091007504694
2302,20203,6,America,1,Argentina,7,75,1,AR,ARG,44780675.0,1.70609309,0.0,0.0,2,434.80384563339106
2303,20203,6,America,1,Argentina,7,55,2,AR,ARG,44780675.0,1.56317429,0.0,0.0,2,433.29410983593584
2304,20203,6,America,1,Argentina,7,101,5,AR,ARG,44780675.0,1.46491762,0.0,0.0,2,427.9110218625427
2305,20203,6,America,1,Argentina,7,87,4,AR,ARG,44780675.0,1.24607322,0.0,0.0,2,425.9969722054073
2306,20203,6,America,1,Argentina,7,115,2,AR,ARG,44780675.0,1.07859026,0.0,0.0,2,430.31646027490837
2307,20203,6,America,1,Argentina,7,86,2,AR,ARG,44780675.0,0.8374148000000001,0.0,0.0,2,431.77217915269216
2308,20203,6,America,1,Argentina,7,35,0,AR,ARG,44780675.0,0.65206699,0.0,0.0,2,343.530555091741
2309,20203,6,America,1,Argentina,7,41,0,AR,ARG,44780675.0,0.57614138,0.0,0.0,2,351.90839942631266
2310,20203,6,America,1,Argentina,7,67,1,AR,ARG,44780675.0,0.49798267,0.0,0.0,2,427.65388078455106
2311,20203,6,America,1,Argentina,7,30,0,AR,ARG,44780675.0,0.35059766,0.0,0.0,2,396.28907443003084
2312,20203,6,America,1,Argentina,7,31,1,AR,ARG,44780675.0,0.28583759,0.0,0.0,2,451.23402599370365
2313,20203,6,America,1,Argentina,7,18,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2314,20203,6,America,1,Argentina,7,14,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2315,20203,6,America,1,Argentina,7,9,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2316,20203,6,America,1,Argentina,7,11,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2317,20203,6,America,1,Argentina,7,11,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2318,20203,6,America,1,Argentina,7,3,1,AR,ARG,44780675.0,0.0,0.0,0.0,2,441.41321292980194
2319,20203,6,America,1,Argentina,7,12,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2320,20203,6,America,1,Argentina,7,7,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2321,20203,6,America,1,Argentina,7,3,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2322,20203,6,America,1,Argentina,7,1,1,AR,ARG,44780675.0,0.0,0.0,0.0,2,441.41321292980194
2323,20203,6,America,1,Argentina,7,6,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2324,20203,6,America,1,Argentina,7,1,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2325,20203,6,America,1,Argentina,7,1,0,AR,ARG,44780675.0,0.0,0.0,0.0,2,348.11756989187376
2407,20209,12,Europe,3,Armenia,8,210,4,AM,ARM,2957728.0,92.13152798,0.007,0.0,1,432.8837317251831
2408,20209,12,Europe,3,Armenia,8,115,2,AM,ARM,2957728.0,91.7596209,0.004,0.0,1,433.686931486072
2409,20209,12,Europe,3,Armenia,8,121,6,AM,ARM,2957728.0,91.52295275,0.004,0.0,1,429.64849618821324
2415,20209,12,Europe,3,Armenia,8,150,1,AM,ARM,2957728.0,75.76761622,0.005,0.0,1,435.19666728352723
2416,20209,12,Europe,3,Armenia,8,107,3,AM,ARM,2957728.0,73.97570027,0.004,0.0,1,437.40584792608206
2417,20209,12,Europe,3,Armenia,8,187,5,AM,ARM,2957728.0,71.4061604,0.006,0.0,1,429.64849618821324
2418,20209,12,Europe,3,Armenia,8,172,2,AM,ARM,2957728.0,69.27614709999999,0.006,0.0,1,433.686931486072
2419,20209,12,Europe,3,Armenia,8,177,3,AM,ARM,2957728.0,69.37757629999999,0.006,0.0,1,437.40584792608206
2420,20209,12,Europe,3,Armenia,8,174,1,AM,ARM,2957728.0,69.51281524,0.006,0.0,1,435.19666728352723
2421,20209,12,Europe,3,Armenia,8,199,2,AM,ARM,2957728.0,70.49329756,0.007,0.0,1,433.686931486072
2422,20209,12,Europe,3,Armenia,8,108,3,AM,ARM,2957728.0,68.19423558,0.004,0.0,1,437.40584792608206
2423,20209,12,Europe,3,Armenia,8,62,3,AM,ARM,2957728.0,68.29566478,0.002,0.0,1,437.40584792608206
2424,20209,12,Europe,3,Armenia,8,134,2,AM,ARM,2957728.0,67.31518246,0.005,0.0,1,433.686931486072
2425,20209,12,Europe,3,Armenia,8,188,4,AM,ARM,2957728.0,68.73519134,0.006,0.0,1,432.8837317251831
2426,20209,12,Europe,3,Armenia,8,190,4,AM,ARM,2957728.0,67.07851432,0.006,0.0,1,432.8837317251831
2427,20209,12,Europe,3,Armenia,8,196,3,AM,ARM,2957728.0,65.99660279999999,0.007,0.0,1,437.40584792608206
2428,20209,12,Europe,3,Armenia,8,197,3,AM,ARM,2957728.0,68.26185505,0.007,0.0,1,437.40584792608206
2429,20209,12,Europe,3,Armenia,8,97,2,AM,ARM,2957728.0,68.7013816,0.003,0.0,1,433.686931486072
2430,20209,12,Europe,3,Armenia,8,31,2,AM,ARM,2957728.0,70.32424888,0.001,0.0,1,433.686931486072
2431,20208,11,Europe,3,Armenia,8,124,5,AM,ARM,2957728.0,70.56091703,0.004,0.0,1,429.64849618821324
2432,20208,11,Europe,3,Armenia,8,175,3,AM,ARM,2957728.0,72.04854537,0.006,0.0,1,437.40584792608206
2433,20208,11,Europe,3,Armenia,8,181,5,AM,ARM,2957728.0,72.75854981,0.006,0.0,1,429.64849618821324
2434,20208,11,Europe,3,Armenia,8,203,3,AM,ARM,2957728.0,75.97047463,0.007,0.0,1,437.40584792608206
2435,20208,11,Europe,3,Armenia,8,131,3,AM,ARM,2957728.0,76.84952775,0.004,0.0,1,437.40584792608206
2436,20208,11,Europe,3,Armenia,8,111,4,AM,ARM,2957728.0,79.21620920000001,0.004,0.0,1,432.8837317251831
2437,20208,11,Europe,3,Armenia,8,33,2,AM,ARM,2957728.0,80.87288622,0.001,0.0,1,433.686931486072
2438,20208,11,Europe,3,Armenia,8,176,2,AM,ARM,2957728.0,80.53478886,0.006,0.0,1,433.686931486072
2439,20208,11,Europe,3,Armenia,8,139,8,AM,ARM,2957728.0,82.19146588,0.005,0.0,1,429.64849618821324
2440,20208,11,Europe,3,Armenia,8,158,6,AM,ARM,2957728.0,87.63483322,0.005,0.0,1,429.64849618821324
2442,20208,11,Europe,3,Armenia,8,210,1,AM,ARM,2957728.0,83.51004555,0.007,0.0,1,435.19666728352723
2443,20208,11,Europe,3,Armenia,8,145,8,AM,ARM,2957728.0,86.14720488,0.005,0.0,1,429.64849618821324
2444,20208,11,Europe,3,Armenia,8,38,6,AM,ARM,2957728.0,87.87150137,0.001,0.0,1,429.64849618821324
2445,20208,11,Europe,3,Armenia,8,168,1,AM,ARM,2957728.0,86.58673144,0.006,0.0,1,435.19666728352723
2446,20208,11,Europe,3,Armenia,8,196,3,AM,ARM,2957728.0,82.66480217,0.007,0.0,1,437.40584792608206
2449,20208,11,Europe,3,Armenia,8,201,3,AM,ARM,2957728.0,87.83769163,0.007,0.0,1,437.40584792608206
2450,20208,11,Europe,3,Armenia,8,160,7,AM,ARM,2957728.0,89.79865627,0.005,0.0,1,429.64849618821324
2451,20208,11,Europe,3,Armenia,8,23,5,AM,ARM,2957728.0,94.80249705,0.001,0.0,1,429.64849618821324
2454,20208,11,Europe,3,Armenia,8,66,5,AM,ARM,2957728.0,97.67632453,0.002,0.0,1,429.64849618821324
2535,20205,8,Europe,3,Armenia,8,218,3,AM,ARM,2957728.0,81.88717827,0.007,0.0,1,437.40584792608206
2537,20205,8,Europe,3,Armenia,8,189,5,AM,ARM,2957728.0,70.52710729,0.006,0.0,1,429.64849618821324
2539,20205,8,Europe,3,Armenia,8,184,3,AM,ARM,2957728.0,64.10325764,0.006,0.0,1,437.40584792608206
2540,20205,8,Europe,3,Armenia,8,142,1,AM,ARM,2957728.0,60.65466466,0.005,0.0,1,435.19666728352723
2541,20205,8,Europe,3,Armenia,8,180,1,AM,ARM,2957728.0,60.38418678,0.006,0.0,1,435.19666728352723
2542,20205,8,Europe,3,Armenia,8,146,1,AM,ARM,2957728.0,56.49606725,0.005,0.0,1,435.19666728352723
2543,20205,8,Europe,3,Armenia,8,79,1,AM,ARM,2957728.0,53.554620299999996,0.003,0.0,1,435.19666728352723
2544,20205,8,Europe,3,Armenia,8,138,1,AM,ARM,2957728.0,52.97985481,0.005,0.0,1,435.19666728352723
2545,20205,8,Europe,3,Armenia,8,146,1,AM,ARM,2957728.0,50.64698309,0.005,0.0,1,435.19666728352723
2546,20205,8,Europe,3,Armenia,8,145,1,AM,ARM,2957728.0,48.44935031,0.005,0.0,1,435.19666728352723
2547,20205,8,Europe,3,Armenia,8,102,2,AM,ARM,2957728.0,46.01504939,0.003,0.0,1,433.686931486072
2548,20205,8,Europe,3,Armenia,8,163,0,AM,ARM,2957728.0,44.25694317,0.006,0.0,1,357.4487060611165
2549,20205,8,Europe,3,Armenia,8,112,1,AM,ARM,2957728.0,41.18025728,0.004,0.0,1,435.19666728352723
2550,20205,8,Europe,3,Armenia,8,121,4,AM,ARM,2957728.0,39.48977053,0.004,0.0,1,432.8837317251831
2551,20205,8,Europe,3,Armenia,8,113,2,AM,ARM,2957728.0,37.02165987,0.004,0.0,1,433.686931486072
2552,20205,8,Europe,3,Armenia,8,125,0,AM,ARM,2957728.0,34.65497842,0.004,0.0,1,357.4487060611165
2553,20205,8,Europe,3,Armenia,8,82,1,AM,ARM,2957728.0,32.01781908,0.003,0.0,1,435.19666728352723
2554,20204,7,Europe,3,Armenia,8,134,2,AM,ARM,2957728.0,30.66542968,0.005,0.0,1,433.686931486072
2555,20204,7,Europe,3,Armenia,8,65,0,AM,ARM,2957728.0,27.75779247,0.002,0.0,3,357.4487060611165
2556,20204,7,Europe,3,Armenia,8,59,1,AM,ARM,2957728.0,27.04778803,0.002,0.0,3,435.19666728352723
2557,20204,7,Europe,3,Armenia,8,62,1,AM,ARM,2957728.0,25.99968625,0.002,0.0,3,435.19666728352723
2558,20204,7,Europe,3,Armenia,8,69,0,AM,ARM,2957728.0,24.78253578,0.002,0.0,3,357.4487060611165
2559,20204,7,Europe,3,Armenia,8,81,1,AM,ARM,2957728.0,24.00491188,0.003,0.0,3,435.19666728352723
2560,20204,7,Europe,3,Armenia,8,73,3,AM,ARM,2957728.0,22.28061539,0.002,0.0,3,437.40584792608206
2561,20204,7,Europe,3,Armenia,8,50,0,AM,ARM,2957728.0,20.35346049,0.002,0.0,3,357.4487060611165
2562,20204,7,Europe,3,Armenia,8,72,0,AM,ARM,2957728.0,20.01536314,0.002,0.0,3,357.4487060611165
2563,20204,7,Europe,3,Armenia,8,62,2,AM,ARM,2957728.0,18.5277348,0.002,0.0,3,433.686931486072
2564,20204,7,Europe,3,Armenia,8,48,2,AM,ARM,2957728.0,17.10772593,0.002,0.0,3,433.686931486072
2565,20204,7,Europe,3,Armenia,8,43,0,AM,ARM,2957728.0,15.85676573,0.001,0.0,3,357.4487060611165
2566,20204,7,Europe,3,Armenia,8,47,1,AM,ARM,2957728.0,16.16105335,0.002,0.0,3,435.19666728352723
2567,20204,7,Europe,3,Armenia,8,42,1,AM,ARM,2957728.0,15.72152679,0.001,0.0,3,435.19666728352723
2568,20204,7,Europe,3,Armenia,8,48,1,AM,ARM,2957728.0,16.76962858,0.002,0.0,3,435.19666728352723
2569,20204,7,Europe,3,Armenia,8,44,1,AM,ARM,2957728.0,18.25725692,0.001,0.0,3,435.19666728352723
2570,20204,7,Europe,3,Armenia,8,28,2,AM,ARM,2957728.0,18.08820825,0.001,0.0,3,433.686931486072
2571,20204,7,Europe,3,Armenia,8,26,1,AM,ARM,2957728.0,18.83202242,0.001,0.0,3,435.19666728352723
2572,20204,7,Europe,3,Armenia,8,46,0,AM,ARM,2957728.0,19.91393394,0.002,0.0,3,357.4487060611165
2573,20204,7,Europe,3,Armenia,8,30,2,AM,ARM,2957728.0,20.11679235,0.001,0.0,3,433.686931486072
2574,20204,7,Europe,3,Armenia,8,16,1,AM,ARM,2957728.0,20.556318899999997,0.001,0.0,3,435.19666728352723
2575,20204,7,Europe,3,Armenia,8,40,1,AM,ARM,2957728.0,21.33394281,0.001,0.0,3,435.19666728352723
2576,20204,7,Europe,3,Armenia,8,28,1,AM,ARM,2957728.0,20.82679678,0.001,0.0,3,435.19666728352723
2577,20204,7,Europe,3,Armenia,8,20,0,AM,ARM,2957728.0,20.89441625,0.001,0.0,3,357.4487060611165
2578,20204,7,Europe,3,Armenia,8,11,1,AM,ARM,2957728.0,21.60442069,0.0,0.0,3,435.19666728352723
2579,20204,7,Europe,3,Armenia,8,52,0,AM,ARM,2957728.0,21.36775255,0.002,0.0,3,357.4487060611165
2580,20204,7,Europe,3,Armenia,8,34,0,AM,ARM,2957728.0,20.62393837,0.001,0.0,3,357.4487060611165
2581,20204,7,Europe,3,Armenia,8,73,3,AM,ARM,2957728.0,20.28584102,0.002,0.0,3,437.40584792608206
2582,20204,7,Europe,3,Armenia,8,92,1,AM,ARM,2957728.0,18.69678348,0.003,0.0,3,435.19666728352723
2583,20204,7,Europe,3,Armenia,8,39,0,AM,ARM,2957728.0,16.66819937,0.001,0.0,3,357.4487060611165
2584,20203,6,Europe,3,Armenia,8,50,0,AM,ARM,2957728.0,16.46534096,0.002,0.0,3,357.4487060611165
2585,20203,6,Europe,3,Armenia,8,58,2,AM,ARM,2957728.0,15.34961971,0.002,0.0,3,433.686931486072
2586,20203,6,Europe,3,Armenia,8,52,0,AM,ARM,2957728.0,13.65913296,0.002,0.0,3,357.4487060611165
2587,20203,6,Europe,3,Armenia,8,43,0,AM,ARM,2957728.0,12.13769488,0.001,0.0,3,357.4487060611165
2588,20203,6,Europe,3,Armenia,8,39,1,AM,ARM,2957728.0,10.92054442,0.001,0.0,3,435.19666728352723
2589,20203,6,Europe,3,Armenia,8,25,0,AM,ARM,2957728.0,9.66958422,0.001,0.0,3,357.4487060611165
2590,20203,6,Europe,3,Armenia,8,30,0,AM,ARM,2957728.0,8.92577005,0.001,0.0,3,357.4487060611165
2591,20203,6,Europe,3,Armenia,8,41,0,AM,ARM,2957728.0,7.911478,0.001,0.0,3,357.4487060611165
2592,20203,6,Europe,3,Armenia,8,4,0,AM,ARM,2957728.0,6.5590886,0.0,0.0,3,357.4487060611165
2593,20203,6,Europe,3,Armenia,8,30,0,AM,ARM,2957728.0,6.42384966,0.001,0.0,3,357.4487060611165
2594,20203,6,Europe,3,Armenia,8,24,0,AM,ARM,2957728.0,5.40955761,0.001,0.0,3,357.4487060611165
2595,20203,6,Europe,3,Armenia,8,26,0,AM,ARM,2957728.0,4.59812397,0.001,0.0,3,357.4487060611165
